Name,Asset Type,Location,Commodity,Operating Company,Status
Lincoln Hill,Mine (General),United States,Silver,Coeur Mining Inc,Prefeasibility
Moolart Well,Mine (General),Australia,Gold,Regis Resources Ltd,Normal Operation
Tambogrande,Mine (General),Peru,Gold,Manhattan Minerals Inc,Conceptual project
Lalor/Snow Lake,Mine (General),Canada,Gold,Hudbay Minerals Inc,Normal Operation
Kongoni Manganese Deposit,Mine (General),South Africa,Manganese Ore,Eurasian Natural Resources Corp Plc,"Project, no spec"
Didipio,Mine (General),Philippines,Silver,OceanaGold Corp,Normal Operation
Honeymoon Well,Mine (General),Australia,Nickel,BHP Group PLC,Conceptual project
Balancing item India iron ore mines,Mine (General),India,Iron Ore,Various,Normal Operation
Sindesar Khurd,Mine (General),India,Zinc,Hindustan Zinc Ltd,Normal Operation
Implied Production Burundi,Mine (General),Burundi,Silver,Burundi,Normal Operation
El Penon,Mine (General),Chile,Gold,Pan American Silver Corp,Normal Operation
Admiral Bay,Mine (General),Australia,Silver,Metalicity Ltd,Under Construction
Skouries,Mine (General),Greece,Copper,Eldorado Gold Corp,Under Construction
Oyu Tolgoi Underground Expansion,Mine (General),Mongolia,Copper,Rio Tinto PLC,Feasibility
Zarafshan,Mine (General),Uzbekistan,Gold,Navoiyskiy Gorno-Metallurgicheskiy Kombinat GP,Normal Operation
Cienega,Mine (General),Mexico,Silver,Fresnillo PLC,Normal Operation
Twangiza,Mine (General),Congo (DRC),Gold,Banro Corp,Normal Operation
Fushan Iron Ore Mine,Mine (General),China (Mainland),Iron Ore,Hanxing Metallurgical Mining Bureau,Unknown
Jajang Iron Ore Mine,Mine (General),India,Iron Ore,Rungta Iron Ore Mines,Unknown
Montcalm,Mine (General),Canada,Copper,Glencore PLC,Care and Maintenance
Pt Koba,Mine (General),Indonesia,Tin,PT Timah Tbk,Normal Operation
Olenegorsky OP Iron Ore Mine,Mine (General),Russia,Iron Ore,Olenegorsky Iron Ore Mines,Not Applicable
Don Mario,Mine (General),Bolivia,Silver,Orvana Minerals Corp,Care and Maintenance
Balancing item Australia iron ore mines,Mine (General),Australia,Iron Ore,Various,Normal Operation
Cobre Panama,Mine (General),Panama,Gold,First Quantum Minerals Ltd,Normal Operation
Berenguela Copper/Silver/Manganese Deposit,Mine (General),Peru,Manganese Ore,Sdad Minera Berenguela SA,Prefeasibility
Cerro Lindo,Mine (General),Peru,Zinc,Nexa Resources SA,Normal Operation
Deer Horn,Mine (General),Canada,Gold,First Tellurium Corp,Conceptual project
San Gabriel Iron Ore Deposit,Mine (General),Chile,Iron Ore,Anaconda Mining Inc,Unknown
DZ,Mine (General),Congo (DRC),Cobalt,MMG Ltd,Prefeasibility
La Cumbre,Mine (General),Colombia,Gold,Batero Gold Corp,Conceptual project
Trairão Iron Ore Deposit,Mine (General),Brazil,Iron Ore,Talon Metals Corp,Unknown
Sabinas,Mine (General),Mexico,Lead,Industrias Penoles SAB de CV,Normal Operation
Amesmessa,Mine (General),Algeria,Gold,Kemin Resources Ltd,Care and Maintenance
Sierra Gorda,Mine (General),Chile,Molybdenum,KGHM Polska Miedz SA,Normal Operation
Kemess South,Mine (General),Canada,Gold,Centerra Gold Inc,Care and Maintenance
Sivakkalehto Iron Ore Deposit,Mine (General),Finland,Iron Ore,Tertiary Minerals PLC,"Project, no spec"
Gag Island Nickel Deposit,Mine (General),Indonesia,Cobalt,PT Antam Tbk,Feasibility
Davyhurst,Mine (General),Australia,Gold,Ora Banda Mining Ltd,Feasibility
Sorowako,Mine (General),Indonesia,Nickel,PT InCo Tbk,Normal Operation
Nkomati,Mine (General),South Africa,Gold,African Rainbow Minerals Ltd,Care and Maintenance
Novoshirokinskoye,Mine (General),Russia,Silver,Novo-Shirokinskiy rudnik OAO,Normal Operation
La Plata,Mine (General),Ecuador,Zinc,Atico Mining Corp,Prefeasibility
Jacomar Manganese Mine,Mine (General),Botswana,Manganese Ore,Jacomar Manganese (Pty) Ltd,Temporarily Closed
Korpanga Iron Ore Mine,Mine (General),Russia,Iron Ore,Kostomuksha Iron Ore Mine,Not Applicable
Balancing item Benin,Mine (General),Benin,Silver,Benin,Normal Operation
Laverton,Mine (General),Australia,Gold,Focus Minerals Ltd,Conceptual project
Mount Carlton,Mine (General),Australia,Gold,Navarre Minerals Ltd,Normal Operation
Rustenburg,Mine (General),South Africa,Nickel,Sibanye Stillwater Ltd,Normal Operation
Balancing item Namibia zinc mines,Mine (General),Namibia,Zinc,Various,Normal Operation
Zancudo,Mine (General),Colombia,Silver,Gran Colombia Gold Corp,Normal Operation
Särkiniemi Nickel Mine,Mine (General),Finland,Cobalt,Kotalahti Nickel Mine,Temporarily Closed
Malmbjerg Molybdenum Deposit,Mine (General),Greenland,Molybdenum,Perry Capital UK LLP,Feasibility
Coimolache,Mine (General),Peru,Silver,Cia Minera Coimolache SA,Normal Operation
Mphahlele,Mine (General),South Africa,Rhodium,Platmin Ltd,Normal Operation
Rondoni,Mine (General),Peru,Copper,Compania Industrial el Volcan SA,Prefeasibility
Grasset,Mine (General),Canada,Palladium,Wallbridge Mining Company Ltd,Conceptual project
Podolsky,Mine (General),Canada,Nickel,KGHM Polska Miedz SA,Care and Maintenance
Berezov Iron Ore Deposit,Mine (General),Russia,Iron Ore,Luneng Group Co Ltd,Unknown
Mont Wright Iron Ore Mine 24 mtpa,Mine (General),Canada,Iron Ore,Arcelormittal Brasil SA,Normal Operation
Guanzhuang,Mine (General),China (Mainland),Gold,Endeavour Mining Corp,Normal Operation
Chrome Chemicals Chrome Mines,Mine (General),South Africa,Chromite,Bayer (Pty) Ltd,Normal Operation
Nonoc,Mine (General),Philippines,Nickel,PhilniCo,Care and Maintenance
Sta Cruz Candelaria,Mine (General),Philippines,Nickel,Zambales Diversified Metals Corp,Normal Operation
Huangshaping,Mine (General),East Timor / Timor-Leste,Zinc,Hunan Huangshaping Lead And Zinc Mine,Normal Operation
Everest,Mine (General),South Africa,Rhodium,Northam Platinum Ltd,Care and Maintenance
Artemyevsky,Mine (General),Kazakhstan,Copper,Kaz Minerals Ltd,Normal Operation
Jolu Mill (La Ronge Gold Project),Mine (General),Canada,Silver,Golden Band Resources Inc,Care and Maintenance
Yandi,Mine (General),Australia,Iron Ore,BHP Group UK Ltd,Normal Operation
Nui Phao,Mine (General),Vietnam,Copper,Masan High-Tech Materials Corp,Normal Operation
Implied Production,Mine (General),Greece,Gold,Greece,Normal Operation
Oueleba Iron Ore Deposit,Mine (General),Guinea,Iron Ore,Simandou Iron Ore Deposit,Not Applicable
Burgin,Mine (General),United States,Lead,Chief Consolidated Mining Co,Prefeasibility
Balancing item Morocco zinc mines,Mine (General),Morocco,Zinc,Various,Normal Operation
Dexing Copper Mine,Mine (General),China (Mainland),Molybdenum,Jiangxi Copper Co Ltd,Normal Operation
Ixtaca,Mine (General),Mexico,Gold,Almaden Minerals Ltd,Feasibility
Ridder-Sokolny,Mine (General),Kazakhstan,Lead,Glencore PLC,Normal Operation
Etoile Copper Mine,Mine (General),Congo (DRC),Cobalt,Chemaf SPRL,Normal Operation
Quartz-Pyrite-Gold Project,Mine (General),Philippines,Copper,Lepanto Consolidated Mining Co,Normal Operation
Viken Uranium Deposit,Mine (General),Sweden,Vanadium,District Metals Corp,Feasibility
Roy Hill,Mine (General),Australia,Iron Ore,Hancock Prospecting Pty Ltd,Normal Operation
Aleon Metals Company,Mine (General),United States,Vanadium,Gladieux Metals Recycling LLC,Normal Operation
Yunnan Heqing Manganese Mine,Mine (General),China (Mainland),Manganese Ore,State Of China,Normal Operation
Tagaung Taung,Mine (General),Myanmar,Nickel,China Nonferrous Mining Corp Ltd,Normal Operation
Kylylahti,Mine (General),Finland,Cobalt,Boliden AB,Normal Operation
Huaron,Mine (General),Peru,Zinc,Pan American Silver Corp,Normal Operation
Implied Production,Mine (General),Russia,Palladium,Russian Federation,Normal Operation
Falcondo (Bonao),Mine (General),Dominican Republic,Nickel,Falconbridge Dominicana SA,Normal Operation
Zhongei Iron Ore Mine,Mine (General),China (Mainland),Iron Ore,Gongchangling Co,Normal Operation
Extension Hill (HM),Mine (General),Australia,Iron Ore,Mount Gibson Iron Ltd,Normal Operation
McArthur River,Mine (General),Australia,Lead,Glencore Xstrata PLC,Normal Operation
Barnes Hill Nickel Deposit,Mine (General),Australia,Cobalt,Proto Resources & Investments Ltd,Feasibility
Tulachermet OJSC,Mine (General),Russia,Vanadium,Koks OJSC,"Project, no spec"
Milpo,Mine (General),Peru,Copper,Nexa Resources Peru SAA,Normal Operation
Asarel,Mine (General),Bulgaria,Copper,Asarel Invest,Normal Operation
Miyun Iron Ore Mine,Mine (General),China (Mainland),Iron Ore,Shougang Group Corp,Unknown
Sorowako Nickel Mine,Mine (General),Indonesia,Cobalt,PT InCo Tbk,Normal Operation
Yauricocha,Mine (General),Peru,Silver,Sierra Metals Inc,Normal Operation
Platreef,Mine (General),South Africa,Platinum,Ivanhoe Mines Ltd,Under Construction
Balancing item Nigeria,Mine (General),Nigeria,Tin,Various,Normal Operation
M'Bembele Manganese Mine,Mine (General),Gabon,Manganese Ore,CICM Hanzou Gabon Corp,Normal Operation
Implied Production,Mine (General),Zimbabwe,Platinum,Zimbabwe,Normal Operation
Tsentralnaya Chrome Mine,Mine (General),Kazakhstan,Chromite,Donskoy Chrome Mines,Under Construction
Condestable,Mine (General),Peru,Copper,Southern Peaks Mining Peru SAC,Normal Operation
Urad Huoqi,Mine (General),Mongolia,Zinc,Inner Mongolia Dongshengmiao Mining Industry Co Ltd,Normal Operation
Mayaniquel,Mine (General),Guatemala,Nickel,Cunico Resources NV,Normal Operation
Obruchevskoe,Mine (General),Kazakhstan,Silver,Glencore PLC,Normal Operation
KCGM,Mine (General),Australia,Gold,Northern Star Resources Ltd,Normal Operation
Toromocho,Mine (General),Peru,Copper,Minera Chinalco Peru SA,Normal Operation
Annex Grootboom Chrome Mine,Mine (General),South Africa,Chromite,Eastern Chrome Mines Samancor,Normal Operation
Brewery Creek,Mine (General),Canada,Gold,Sabre Gold Mines Corp,Conceptual project
Balancing item Mali iron ore mines,Mine (General),Mali,Iron Ore,Various,Normal Operation
Hollister,Mine (General),United States,Silver,Hecla Mining Co,Care and Maintenance
Fresnillo,Mine (General),Mexico,Silver,Fresnillo PLC,Normal Operation
Bird River,Mine (General),United States,Platinum,Sibanye Stillwater Ltd,Conceptual project
Guanaco,Mine (General),Chile,Silver,Austral Gold Ltd,Normal Operation
Casa de Pedra Iron Ore Mine,Mine (General),Brazil,Iron Ore,Cia Siderurgica Nacional,Unknown
"Lahnaslampi, Uutela, Pehmytkivi",Mine (General),Finland,Nickel,Elementis PLC,Normal Operation
Kure-Tegere,Mine (General),Kyrgyzstan,Copper,China Gold International Resources Corp Ltd,Normal Operation
CuMo,Mine (General),United States,Copper,Multi-Metal Development Ltd,Feasibility
Manzanillas,Mine (General),Mexico,Silver,Fresnillo PLC,Conceptual project
Jinfeng,Mine (General),China (Mainland),Silver,China National Gold Group Co Ltd,Normal Operation
Rustenburg Section PGM Mines,Mine (General),South Africa,Cobalt,Rustenburg Platinum Mines Ltd,Normal Operation
Hackett River,Mine (General),Canada,Zinc,Glencore PLC,Prefeasibility
Pasaman Binjai Iron Ore Deposit,Mine (General),Indonesia,Iron Ore,Earthstone Group Ltd,"Project, no spec"
Kenbridge,Mine (General),Canada,Nickel,Tartisan Nickel Corp,Feasibility
Silver Sand,Mine (General),Bolivia,Silver,New Pacific Metals Corp,Conceptual project
Sossego,Mine (General),Brazil,Silver,Vale SA,Normal Operation
Zondereinde,Mine (General),South Africa,Silver,Northam Platinum Ltd,Normal Operation
Taimyr Peninsula,Mine (General),Russia,Platinum,GMK Noril'skiy Nikel' PAO,Normal Operation
Azuca,Mine (General),Peru,Gold,Hochschild Mining PLC,Prefeasibility
Olkusz-Pomorzany,Mine (General),Poland,Lead,Zgh Boleslaw,Normal Operation
Monique,Mine (General),Canada,Gold,Probe Metals Inc,Feasibility
Dudhal Iron Ore Mine,Mine (General),India,Iron Ore,Res Intl Iron Ore Division,Normal Operation
Nome,Mine (General),United States,Gold,NovaGold Resources Inc,Normal Operation
Weld Range Nickel Deposit,Mine (General),Australia,Cobalt,Minara Resources Pty Ltd,Conceptual project
Barrambie Vanadium/Titanium Deposit,Mine (General),Australia,Vanadium,Neometals Ltd,Feasibility
Hishikari,Mine (General),Japan,Gold,Sumitomo Metal Mining Co Ltd,Normal Operation
Balancing item Australia,Mine (General),Australia,Tin,Various,Normal Operation
Bozymchak,Mine (General),Kyrgyzstan,Copper,Kaz Minerals PLC,Normal Operation
Ministro Hales,Mine (General),Chile,Silver,Corporacion Nacional del Cobre (Codelco),Normal Operation
Charters Towers,Mine (General),Australia,Gold,Citigold Corporation Ltd,Feasibility
Siana,Mine (General),Philippines,Silver,TVI Resource Development Philippine Inc,Care and Maintenance
Lebedinsky,Mine (General),Russia,Iron Ore,lebedinsky Mining And Processing Plant Joint Stock Co,Normal Operation
Lac Cinquante Uranium Deposit,Mine (General),Canada,Molybdenum,Kivalliq Energy Corp,Conceptual project
Pilbara,Mine (General),Australia,Iron Ore,Rio Tinto Ltd,Unknown
Kalia Iron Ore Deposit,Mine (General),Guinea,Iron Ore,Bellzone Mining PLC,Unknown
Thompson,Mine (General),Canada,Copper,Vale SA,Normal Operation
Guajes,Mine (General),Mexico,Gold,Torex Gold Resources Inc,Normal Operation
East Kemptville,Mine (General),Canada,Tin,Avalon Advanced Materials Inc,Conceptual project
Pokrovskiy,Mine (General),Russia,Gold,Petropavlovsk PLC,Normal Operation
Balancing item Russian Federation iron ore mines,Mine (General),Russia,Iron Ore,Various,Normal Operation
Homestake Ridge,Mine (General),Canada,Gold,Dolly Varden Silver Corp,Conceptual project
Krasnoyarovskoye Iron Ore Deposit,Mine (General),Russia,Iron Ore,State of Russia,Unknown
Goro,Mine (General),New Caledonia,Cobalt,Prony Resources,Not Applicable
Orkney,Mine (General),South Africa,Silver,Zijin Mining Group Co Ltd,Care and Maintenance
Blue Ridge,Mine (General),South Africa,Platinum,Sibanye Stillwater Ltd,Prefeasibility
Santanense Iron Ore Mine,Mine (General),Brazil,Iron Ore,Ferrous Resources do Brasil Ltda,Normal Operation
El Uvo Iron Ore Mine,Mine (General),Colombia,Iron Ore,Acerias Paz del Rio SA,Normal Operation
Ryedale Manganese Mine,Mine (General),South Africa,Manganese Ore,Metmin (Pty) Ltd,Normal Operation
Silver Valley,Mine (General),United States,Silver,Hecla Mining Co,Prefeasibility
Esperanza,Mine (General),Chile,Copper,Antofagasta PLC,Normal Operation
Komsomolsky Iron Ore Mine,Mine (General),Russia,Iron Ore,Severstal' PAO,Not Applicable
Kanmantoo,Mine (General),Australia,Gold,Hillgrove Resources Ltd,Care and Maintenance
Los Filos,Mine (General),Mexico,Gold,Equinox Gold Corp,Normal Operation
Lac Levac,Mine (General),Canada,Palladium,Prodigy Gold Inc,Normal Operation
Whistler,Mine (General),United States,Gold,GoldMining Inc,Under Construction
Wolverine,Mine (General),Canada,Zinc,Pricewaterhousecoopers Inc,Care and Maintenance
Copler,Mine (General),Turkey,Gold,SSR Mining Inc,Normal Operation
Toka Tindung,Mine (General),Indonesia,Gold,Archipelago Resources Ltd,Normal Operation
El Toqui,Mine (General),Chile,Zinc,Compania Minera del Pacifico SA,Conceptual project
Mayoko-Lekoumou,Mine (General),Congo (RC),Iron Ore,Exxaro Resources Ltd,Unknown
Implied Production Mexico,Mine (General),Mexico,Silver,Mexico,Normal Operation
Savuka,Mine (General),South Africa,Silver,AngloGold Ashanti Ltd,Care and Maintenance
Baita Plai,Mine (General),Romania,Copper,Vast Resources PLC,Normal Operation
Coyote,Mine (General),Australia,Silver,Tanami Gold NL,Conceptual project
Mantos Blancos,Mine (General),Chile,Copper,Capstone Copper Corp,Normal Operation
Brovarkovskoye Iron Ore Deposit,Mine (General),Ukraine,Iron Ore,Poltavskaya Iron Ore Mines,Unknown
Attikamagen Lake Iron Ore Deposit,Mine (General),Canada,Iron Ore,Century Iron Mines Corp.,Unknown
Ararat,Mine (General),Armenia,Gold,Geopromining Ltd,Care and Maintenance
Pobuzhsky,Mine (General),Ukraine,Nickel,Solway Investment Group Ltd,Care and Maintenance
Casa Berardi,Mine (General),Canada,Gold,Hecla Mining Co,Normal Operation
Diakha-Siribaya,Mine (General),Mali,Gold,Iamgold Corp,Conceptual project
Implied Production,Mine (General),Tanzania,Gold,Tanzania,Normal Operation
Tatianinsky Iron Ore Mine,Mine (General),Russia,Iron Ore,Mechel OAO,Normal Operation
Uzboy,Mine (General),Kazakhstan,Silver,Alhambra Resources Ltd,Conceptual project
Copperstone,Mine (General),United States,Silver,Kerr Mines Inc,Normal Operation
Eastern Dragon,Mine (General),China (Mainland),Gold,Yintai Gold Co Ltd,Normal Operation
Norilsk,Mine (General),Russia,Cobalt,GMK Noril'skiy Nikel' PAO,Normal Operation
Implied Production Mozambique,Mine (General),Mozambique,Silver,Mozambique,Normal Operation
Suolajier Copper Polymetallic Mine,Mine (General),China (Mainland),Zinc,Bazhou Ruoqiang Shenghua Mining Co Ltd,Under Construction
Kacharsky Iron Ore Mine,Mine (General),Kazakhstan,Iron Ore,Kacharskoye Mining Division,Normal Operation
San Martin (Jalisco),Mine (General),Mexico,Gold,First Majestic Silver Corp,Normal Operation
Orebody 24 Iron Ore Mine,Mine (General),Australia,Iron Ore,"SULLIVAN OREBODY,GABBS,NEVADA",Unknown
Nkamouna Cobalt/Nickel Deposit,Mine (General),Cameroon,Manganese Ore,Geovic Mining Corp,Feasibility
Limpopo,Mine (General),South Africa,Platinum,Sibanye Stillwater Ltd,Feasibility
Mohulsukh Manganese Mines,Mine (General),India,Manganese Ore,Aryan Mining & Trading Corp Ltd,Normal Operation
Black Butte,Mine (General),United States,Copper,Sandfire Resources Ltd,Feasibility
Ruyang Donggou Molybdenum Mine,Mine (General),China (Mainland),Molybdenum,Jinduicheng Molybdenum Co Ltd,Under Construction
Eagle,Mine (General),Canada,Gold,Victoria Gold Corp,Normal Operation
Waterloo,Mine (General),Australia,Nickel,Northern Star Resources Ltd,Care and Maintenance
Eastman,Mine (General),Canada,Platinum,Magma Metals Canada Ltd,Normal Operation
Shirengou Iron Ore Mine,Mine (General),China (Mainland),Iron Ore,"HEBEI IRON AND STEEL CO., LTD.",Unknown
Koniambo,Mine (General),New Caledonia,Nickel,Glencore PLC,Care and Maintenance
Springpole,Mine (General),Canada,Gold,First Mining Gold Corp,Prefeasibility
Beniomi Manganese Deposit,Mine (General),Gabon,Manganese Ore,Gabon-Franceville Manganese Deposit,Feasibility
Valentines Iron Ore Deposit,Mine (General),Uruguay,Iron Ore,Zamin Ferrous,Unknown
Perevalnoe HL,Mine (General),Russia,Gold,Kopy Goldfields AB (publ),Normal Operation
Liganga Iron Ore Deposit,Mine (General),Tanzania,Iron Ore,State of Tanzania,Unknown
Brits Project,Mine (General),South Africa,Vanadium,Bushveld Minerals Ltd,Under Construction
