Name,Asset Type,Location,Commodity,Operating Company,Status,Capacity,Region PADD
Zhanjiang Dongxing Refinery (Sinopec Zhanjiang Dongxing Petrochemical Company Limited) - Sulfur Recovery Unit,Sulfur Plant,China (Mainland),Oil / Oil Products,Sinopec Zhanjiang Dongxing Petrochemical Co Ltd,Unknown,,
La Teja Refinery (Administracion Nacional de Combustibles Alcohol y Portland) - Hydrotreater,Hydrotreater Unit,Uruguay,Oil / Oil Products,Administracion Nacional de Combustibles Alcohol y Portland,Unknown,,
Plaza Huincul (YPF SA) - Topping (Crude),Distillation Unit,Argentina,Oil / Oil Products,YPF SA,Unknown,,
Trainer Refinery (Monroe Energy LLC) - Vacuum 544,Distillation Unit,Pennsylvania,Oil / Oil Products,Monroe Energy LLC,Unknown,,
Newcastle (Wyoming Refining) - Crude,Distillation Unit,Wyoming,Oil / Oil Products,Wyoming Refining,Unknown,,
Bahia Blanca Refinery (Trafigura Pte Ltd) - Topping 2,Distillation Unit,Argentina,Oil / Oil Products,Trafigura Pte Ltd,Unknown,,
Texas City (Marathon Petroleum Corporation) - Crude Topper 4,Distillation Unit,Texas,Oil / Oil Products,Marathon Petroleum Company LP,Unknown,,
El Dorado (Delek US Holdings Inc) - Reformer Feed Hydrotreater,Hydrotreater Unit,Arkansas,Oil / Oil Products,Delek Logistics Partners LP,Unknown,,
Rheinland Wesseling Refinery (South) (Shell Deutschland GmbH) - Naphtha Desulfurization,Hydrotreater Unit,Germany,Oil / Oil Products,Shell Deutschland Oil GmbH,Unknown,,
Gela (Eni Spa) - Tank Farm,Tank Farm,Italy,Oil / Oil Products,Eni SpA,Unknown,,
Limbe (Societe Nationale de Raffinage) - Splitter (U-30),Unclassified Unit,Cameroon,Oil / Oil Products,Sonara,Unknown,,
Capetown (Astron Energy Cos Inc) - Amine Recovery Unit,Gas Processing / Treating Unit,South Africa,Oil / Oil Products,Astron Energy Cos Inc,Unknown,,
Sarpom (Sarpom S.r.l.) - LSADO (Gasoil Desulfurization),Hydrotreater Unit,Italy,Oil / Oil Products,Sarpom S.r.l.,Unknown,,
Lemont (CITGO Petroleum Corp) - Unsat Gas Plant 212,Gas Processing / Treating Unit,Illinois,Oil / Oil Products,CITGO Petroleum Corp,Unknown,,
Heide (Raffinerie Heide GmbH) - MTBE,Gasoline Additive Unit,Germany,Oil / Oil Products,Klesch & Company Limited,Unknown,,
Antwerpen (TotalEnergies SE) - Gasoline Blending,Unclassified Unit,Belgium,Oil / Oil Products,Total SA,Unknown,,
MiRO Refinery Karlsruhe (Mineraloelraffinerie Oberrhein GmbH & Co KG) - MEROX,Gas Processing / Treating Unit,Germany,Oil / Oil Products,Mineraloelraffinerie Oberrhein GmbH & Co KG,Unknown,,
Gibraltar Refinery (Cepsa) - Merox LSR,Gas Processing / Treating Unit,Spain,Oil / Oil Products,Cepsa,Unknown,,
Wuhan (Sinopec Wuhan Company Limited) - Hydrogen Unit,Hydrogen Plant,China (Mainland),Oil / Oil Products,Sinopec Wuhan Co,Unknown,,
Schwedt Refinery (PCK Raffinerie Gmbh) - Railcar Loading Rack,Loading Facility,Germany,Oil / Oil Products,PCK Raffinerie Gmbh,Unknown,,
Bahia Blanca Refinery (Trafigura Pte Ltd) - Combustion Boiler 2,Unclassified Unit,Argentina,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,,
Wood River (WRB Refining LP) - ULSD 1 (Diesel) Hydrotreater (West Area),Hydrotreater Unit,Illinois,Oil / Oil Products,WRB Refining LP,Unknown,,
Guwahati (Indian Oil Corporation Ltd) - Naphtha Hydrotreater Unit 1,Hydrotreater Unit,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,,
Mathura (Indian Oil Corporation Ltd) - Hydrocracker Unit 1 (Once Through Hydrocracker),Hydrocracker Unit,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,,
Tuscaloosa (Hunt Refining Company) - Boiler House,Unclassified Unit,Alabama,Oil / Oil Products,Hunt Refining Company,Unknown,,
Shreveport (Calumet Specialty Products Partners LP) - Crude 4 (Sweet),Distillation Unit,Louisiana,Oil / Oil Products,Calumet Specialty Products Partners LP,Unknown,,
Gelsenkirchen Horst Refinery (Ruhr Oel GmbH) - Waste Water Stripper 1,Water Treatment Unit,Germany,Oil / Oil Products,BP PLC,Unknown,,
Qingyang Refinery (PetroChina Qingyang Petrochemical Company Limited) - MTBE,Gasoline Additive Unit,China (Mainland),Oil / Oil Products,PetroChina Qingyang Petrochemical Company Limited,Unknown,,
El Paso South Refinery (Marathon Petroleum Corporation) - Amine MDEA,Gas Processing / Treating Unit,Texas,Oil / Oil Products,Marathon Petroleum Corporation,Unknown,,
Huizhou (CNOOC Huizhou Refining Company) - DCU,Coker Unit,China (Mainland),Oil / Oil Products,CNOOC Huizhou Refining Company,Unknown,,
Ryazan refinery (Ryazan NPK CJSC) - ABT-3 (Vacuum 3),Distillation Unit,Central Federal District,Oil / Oil Products,Ryazan NPK CJSC,Unknown,,
Ruwais Refinery 1 (East) (ADNOC Refining) - Ruwais 01 CT,Power Generator,United Arab Emirates,Oil / Oil Products,Abu Dubai Oil Refining Company (ADNOC),Unknown,,
Yeosu (GS CALTEX OIL CORP) - CDU 2,Distillation Unit,South Korea,Oil / Oil Products,GS CALTEX OIL CORP,Unknown,,
Detroit (Marathon) - Gas Concentration,Gas Processing / Treating Unit,Michigan,Oil / Oil Products,Marathon,Unknown,,
Sarpom (Sarpom S.r.l.) - SWS,Water Treatment Unit,Italy,Oil / Oil Products,Sarpom S.r.l.,Unknown,,
Texas City (Marathon Petroleum Corporation) - Udex,Gasoline Additive Unit,Texas,Oil / Oil Products,Marathon Petroleum Company LP,Unknown,,
Lake Charles (CITGO Petroleum Corp) - Vacuum Distillation E-201,Distillation Unit,Louisiana,Oil / Oil Products,CITGO Petroleum Corp,Unknown,,
Koyali Refinery (Gujarat) (Indian Oil Corporation Ltd) - Gujarat 08 CT/HRSG,Power Generator,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,,
Schwedt Refinery (PCK Raffinerie Gmbh) - Gas Oil Hydrotreater,Hydrotreater Unit,Germany,Oil / Oil Products,PCK Raffinerie GmbH,Unknown,,
Rheinland Wesseling Refinery (South) (Shell Deutschland GmbH) - Hydrotreater,Hydrotreater Unit,Germany,Oil / Oil Products,Shell Deutschland Oil GmbH,Unknown,,
El Dorado (Delek US Holdings Inc) - Heavy Cat Naphtha Desulfurizer 10,Hydrotreater Unit,Arkansas,Oil / Oil Products,Delek Logistics Partners LP,Unknown,,
Baytown (ExxonMobil Corporation) - FXK Merox,Gas Processing / Treating Unit,Texas,Oil / Oil Products,ExxonMobil Corporation,Unknown,,
La Libertad (Empresa Estatal Petroleos del Ecuador) - Topping 1 (Parsons Plant),Distillation Unit,Ecuador,Oil / Oil Products,Empresa Estatal Petroleos del Ecuador,Unknown,,
Warren Refinery (United Refining Company) - Isomerization,Isomerate Plant,Pennsylvania,Oil / Oil Products,United Refining Company,Unknown,,
Bongaigaon (Indian Oil Corporation Limited) - Bongaigaon 02,Power Generator,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,,
REMAN (Petroleo Brasileiro SA Petrobras) - FCCU (U-2221),Catalytic Cracker Unit,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,,
Newcastle (Wyoming Refining) - Wastewater Treatment,Water Treatment Unit,Wyoming,Oil / Oil Products,Wyoming Refining,Unknown,,
Trainer Refinery (Monroe Energy LLC) - HF Alky,Alkylate Plant,Pennsylvania,Oil / Oil Products,Monroe Energy LLC,Unknown,,
Los Angeles Refinery - Wilmington (Phillips 66) - Diesel Hydrotreater (ULSD) 90,Hydrotreater Unit,California,Oil / Oil Products,Phillips 66,Unknown,,
Zhanjiang Dongxing Refinery (Sinopec Zhanjiang Dongxing Petrochemical Company Limited) - CCR,Reformer Unit,China (Mainland),Oil / Oil Products,Sinopec Zhanjiang Dongxing Petrochemical Company Limited,Unknown,,
La Coruna (Repsol Petroleo SA) - Nitrogen Plant,Unclassified Unit,Spain,Oil / Oil Products,Repsol SA,Unknown,,
Kirikkale (Koc Holding AS) - Wastewater Treatment Unit,Water Treatment Unit,Turkey,Oil / Oil Products,Turkish Petroleum Refineries Corporation (TUPRAS),Unknown,,
Gelsenkirchen Horst Refinery (Ruhr Oel GmbH) - HDS Fuel Oil,Hydrotreater Unit,Germany,Oil / Oil Products,Ruhr Oel GmbH,Unknown,,
Huizhou (CNOOC Huizhou Refining Company) - Fluid Catalytic Cracker 1,Catalytic Cracker Unit,China (Mainland),Oil / Oil Products,CNOOC Huizhou Refining Company,Unknown,,
Petrotel-Lukoil Refinery (Lukoil PJSC) - FCCU Gasoline Hydrotreater (HDS-CC),Hydrotreater Unit,Romania,Oil / Oil Products,Lukoil PJSC,Unknown,,
Lisichansk Oil Refinery (NK Rosneft' PAO) - Tank Farm (187),Tank Farm,Ukraine,Oil / Oil Products,TNK-BP Ltd,Unknown,,
Guwahati (Indian Oil Corporation Ltd) - Sour Water Stripping Unit,Water Treatment Unit,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,,
Sohar (Oman Refinery Co LLC) - Gasoline Hydrodesulfurization Unit (GHDS),Hydrotreater Unit,Oman,Oil / Oil Products,Oman Refinery Co LLC,Unknown,,
Tuscaloosa (Hunt Refining Company) - Gasoline Blending,Tank Farm,Alabama,Oil / Oil Products,Hunt Refining Co,Unknown,,
OKTA Skopje Refinery (HELLENiQ ENERGY Holdings SA) - Tank Farm,Tank Farm,North Macedonia,Oil / Oil Products,Okta AD Skopje,Unknown,,
Schwedt Refinery (PCK Raffinerie Gmbh) - Vacuum 2,Distillation Unit,Germany,Oil / Oil Products,PCK Raffinerie Gmbh,Unknown,,
SASREF Al Jubail Refinery (Saudi Aramco Shell Refinery Co) - Sulfur Recovery Unit-2,Sulfur Plant,Saudi Arabia,Oil / Oil Products,Saudi Aramco Shell Refinery Co,Unknown,,
Wood River (WRB Refining LP) - VF-2 Vacuum Flasher,Distillation Unit,Illinois,Oil / Oil Products,WRB Refining LP,Unknown,,
Donges (Total Refining & Chemicals Saudi Arabia Sas) - Donges Cogen CT/HRSG 02,Power Generator,,Oil / Oil Products,Total Refining & Chemicals Saudi Arabia Sas,Unknown,,
Salar De Arizaro,Brine Extraction Plant (Lithium),Argentina,Lithium,Lithium Chile Inc,Conceptual project,,
Antwerpen (TotalEnergies SE) - LPG Recovery Unit,Gas Processing / Treating Unit,Belgium,Oil / Oil Products,Total SE,Unknown,,
Heide (Raffinerie Heide GmbH) - Pyrolisis,Petrochemical Plant,Germany,Oil / Oil Products,Klesch & Company Limited,Unknown,,
Lemont (CITGO Petroleum Corp) - IC Tank Car Rack 337,Loading Facility,Illinois,Oil / Oil Products,CITGO Petroleum Corp,Unknown,,
Refinaria Alberto Pasqualini (REFAP) (Petroleo Brasileiro SA Petrobras) - Amine DEA,Gas Processing / Treating Unit,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,,
Wuhan (Sinopec Wuhan Company Limited) - Diesel Hydrotreater,Hydrotreater Unit,China (Mainland),Oil / Oil Products,Sinopec Wuhan Company Limited,Unknown,,
Oita (ENEOS Corporation) - Gasoline Hydrotreater,Hydrotreater Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,,
Gibraltar Refinery (Cepsa) - Sour Water Stripper 1,Water Treatment Unit,Spain,Oil / Oil Products,Cepsa,Unknown,,
Benicia (Valero Refining Co) - Reformer (NRU),Reformer Unit,California,Oil / Oil Products,Valero Refining Co,Unknown,,
Kochi (Bharat Petroleum Corporation Limited) - Sulfur Recovery Unit 2,Sulfur Plant,India,Oil / Oil Products,Bharat Petroleum Corporation Ltd,Unknown,,
Beaumont (ExxonMobil Corporation) - MRU (Methanol Recovery Unit),Petrochemical Plant,Texas,Oil / Oil Products,EXXON,Unknown,,
Sarnia (Shell Canada Limited) - SRU,Sulfur Plant,Canada,Oil / Oil Products,Shell Canada Limited,Unknown,,
Sannazzaro (Eni Spa) - Amine Treatment (DES Ker 3) (Unit 26),Gas Processing / Treating Unit,Italy,Oil / Oil Products,Eni Spa,Unknown,,
Mailiao (Formosa Petrochemical Corporation) - SRU 2,Sulfur Plant,Taiwan,Oil / Oil Products,Formosa Petrochemical Corporation,Unknown,,
Mina Al-Fahal Refinery (Oman Oil Refineries and Petroleum Industries Co LLC) - Tail Gas Treating Unit,Gas Processing / Treating Unit,Oman,Oil / Oil Products,Oman Oil Refineries and Petroleum Industries Company,Unknown,,
Shiraz (Shiraz Oil Refining Company) - Naphtha Unifining,Hydrotreater Unit,Iran,Oil / Oil Products,Shiraz Oil Refining Company,Unknown,,
Hainan (Sinopec Hainan Refining & Chemical Company Limited) - Jet-fuel Hydrotreater 1,Hydrotreater Unit,China (Mainland),Oil / Oil Products,Sinopec Hainan Refining & Chemical Company Limited,Unknown,,
Krotz Springs (Delek US Holdings Inc) - FCCU,Catalytic Cracker Unit,Louisiana,Oil / Oil Products,Delek US Holdings Inc,Unknown,,
Zibo Qilu Refinery (Sinopec Qilu Company Limited) - Heavy Gas Oil Hydrotreater,Hydrotreater Unit,China (Mainland),Oil / Oil Products,Sinopec Qilu Co.,Unknown,,
Kirishi Refinery (KirishiNefteOrgSyntez Limited) - Sulfur UPEC-2,Sulfur Plant,North-Western Federal District,Oil / Oil Products,Surgutneftegaz PAO,Unknown,,
Hohhot (PetroChina Hohhot Petrochemical Company Limited) - Diesel Hydrotreater 2,Hydrotreater Unit,China (Mainland),Oil / Oil Products,PetroChina Hohhot Petrochemical Company Limited,Unknown,,
Esfahan Refinery (Esfahan Oil Refining Company) - Visbreaker 2,Coker Unit,Iran,Oil / Oil Products,Esfahan Oil Refining Company,Unknown,,
Panjin Liaohe (CNPC Liaohe Petrochemical Company Limited) - Crude Unit 3,Distillation Unit,China (Mainland),Oil / Oil Products,PetroChina Liaohe Petrochemical Co,Unknown,,
Golmud (Qinghai) Refinery (PetroChina Qinghai Oilfield Company) - Crude Distillation Unit,Distillation Unit,China (Mainland),Oil / Oil Products,PetroChina Qinghai Oilfield Company,Unknown,,
Shazand Arak Refinery (Imam Khomeini Oil Refinery Company of Shazand) - Reformer 1,Reformer Unit,Iran,Oil / Oil Products,Imam Khomeini Oil Refinery Company of Shazand,Unknown,,
Antwerp (ESSO BELGIUM(EXXON CORP)) - Antwerp Refinery 01 CT/HRSG,Power Generator,Belgium,Oil / Oil Products,ESSO BELGIUM(EXXON CORP),Unknown,,
Vadinar Refinery (Nayara Energy Ltd) - Crude Distillation Unit 2,Distillation Unit,India,Oil / Oil Products,Nayara Energy Ltd,Unknown,,
Borger (WRB Refining LP) - FCCU 40 Heavy Oil Catalytic Cracking,Catalytic Cracker Unit,Texas,Oil / Oil Products,WRB Refining LP,Unknown,,
Martinez (Martinez Refining Co LLC) - Asphalt,Asphalt Plant,California,Oil / Oil Products,PBF Energy Ltd,Unknown,,
Barrancabermeja Refinery (Ecopetrol) - Vacuum 5,Distillation Unit,Colombia,Oil / Oil Products,Ecopetrol,Unknown,,
Bilbao Refinery (Petronor SA) - H4 (Hydrogen 4),Hydrogen Plant,Spain,Oil / Oil Products,Petronor S A,Unknown,,
Haifa Refinery (Oil Refineries Limited) - Kerosene Hydrotreater,Hydrotreater Unit,Israel,Oil / Oil Products,Oil Refineries Limited,Unknown,,
Kalak Refinery (-) - Kalak 01 IC,Power Generator,Iraq,Oil / Oil Products,,Unknown,,
Antwerp (ESSO BELGIUM(EXXON CORP)) - Crude Unit,Distillation Unit,Belgium,Oil / Oil Products,ESSO BELGIUM(EXXON CORP),Unknown,,
Los Angeles Wilmington Refinery (Marathon Petroleum Co) - SRU Train C,Sulfur Plant,California,Oil / Oil Products,Marathon Petroleum Corp,Unknown,,
Refineria Miguel Hidalgo (Tula De Allende) (Pemex Transformacion Industrial) - FCCU 1,Catalytic Cracker Unit,Mexico,Oil / Oil Products,Pemex Transformacion Industrial,Unknown,,
Little Aden Refinery (Aden Refinery Co) - Hydrocarbon Processing Unit 1,Unclassified Unit,Yemen,Oil / Oil Products,Aden Refinery Co,Unknown,,
Seosan Daesan Refinery (Hyundai Oilbank Company Limited) - MTBE Unit,Gasoline Additive Unit,South Korea,Oil / Oil Products,Hyundai Oil,Unknown,,
Colombo Refinery (Ceylon Petroleum Corp) - Diesel Hydrotreater Unit 1,Hydrotreater Unit,Sri Lanka,Oil / Oil Products,Ceylon Petroleum Corp,Unknown,,
Dalian Refinery (Dalian West Pacific Petrochemical Company Limited) - Sulfur Recovery Unit 2,Sulfur Plant,China (Mainland),Oil / Oil Products,Dalian West Pacific Petrochemical Co Ltd,Unknown,,
Zhenhai (Sinopec Zhenhai Refining and Chemicals Co Ltd) - CDU 3,Distillation Unit,China (Mainland),Oil / Oil Products,Sinopec Zhenhai Refining and Chemicals Co Ltd,Unknown,,
Guillermo Elder Bell Refinery (Yacimientos Petroliferos Fiscales Bolivianos) - Tank Farm,Tank Farm,Bolivia,Oil / Oil Products,Yacimientos Petroliferos Fiscales Bolivianos,Unknown,,
Nanjing Refinery (TBC 3002344) (Sinopec Zhongyuan Petrochemical Corp Ltd) - FCCU 1,Catalytic Cracker Unit,China (Mainland),Oil / Oil Products,,Unknown,,
Cherry Point (BP Products North America Inc) - Merox,Gas Processing / Treating Unit,Washington,Oil / Oil Products,BP Products North America Inc,Unknown,,
La Rabida Refinery (Cepsa SA) - Cyclohexane 2,Isomerate Plant,Spain,Oil / Oil Products,Cepsa SA,Unknown,,
Kirishi Refinery (KirishiNefteOrgSyntez Limited) - ABT-2 (Vacuum 1),Distillation Unit,North-Western Federal District,Oil / Oil Products,KirishiNefteOrgSyntez Limited,Unknown,,
Three Rivers (Valero Refining Company) - Reformer 1,Reformer Unit,Texas,Oil / Oil Products,Valero Refining Company,Unknown,,
Mumbai (Hindustan Petroleum Corporation Limited) - Naphtha Stabilizer 1,Unclassified Unit,India,Oil / Oil Products,Hindustan Petroleum Corp Ltd,Unknown,,
Willemstad Isla Curacao (Refineria di Korsou NV) - Vacuum 7 ( HV-7 ),Distillation Unit,,Oil / Oil Products,Petroleos de Venezuela SA,Unknown,,
Pernis (Shell Nederland Raffinaderij B V) - FCCU,Catalytic Cracker Unit,Netherlands,Oil / Oil Products,Shell Nederland Raffinaderij B V,Unknown,,
Galveston Bay Refinery (GBR) (Marathon Petroleum Co) - Amine MEA A,Gas Processing / Treating Unit,Texas,Oil / Oil Products,Marathon Petroleum Company LP,Unknown,,
TAIF-NK (TAIF-NK PSC) - Wastewater Treatment,Water Treatment Unit,North Caucasian Federal District,Oil / Oil Products,TAIF NK JSC,Unknown,,
Corpus Christi Refinery - West (Flint Hills Resources LLC) - Penex,Isomerate Plant,Texas,Oil / Oil Products,Flint Hills Resources LP,Unknown,,
Onsan (S Oil Corp) - BTX Unit 1,Gasoline Additive Unit,South Korea,Oil / Oil Products,S Oil Corp,Unknown,,
Schwechat (OMV AG) - Isomerization,Isomerate Plant,Austria,Oil / Oil Products,OMV AG,Unknown,,
Barauni (Indian Oil Corporation Ltd) - Sour Water Stripper 1,Water Treatment Unit,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,,
Mizushima Refinery (A and B Plant) (Eneos Corp) - Gasoline Hydrotreater 10 (Plant A),Hydrotreater Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,,
Bakersfield (San Joaquin Refining Co Inc) - Power House,Unclassified Unit,California,Oil / Oil Products,San Joaquin Refining Co Inc,Unknown,,
Garyville (Marathon) - Penex 9,Isomerate Plant,Louisiana,Oil / Oil Products,Marathon,Unknown,,
Corpus Christi Refinery-East (CITGO Petroleum Corp) - SRU A,Sulfur Plant,Texas,Oil / Oil Products,CITGO Petroleum Corp,Unknown,,
Jamnagar (Reliance Industries Limited) - Hydrogen Production Unit 1,Hydrogen Plant,India,Oil / Oil Products,Reliance Industries Ltd,Unknown,,
Port Arthur (Valero Refining Company-California) - Water Treatment,Water Treatment Unit,Texas,Oil / Oil Products,Valero Energy Corp,Unknown,,
Chalmette (Chalmette Refining LLC) - Gasoline Hydrotreating Unit (GHU),Hydrotreater Unit,Louisiana,Oil / Oil Products,Chalmette Refining LLC,Unknown,,
Ancona (Api Raffineria Di Ancona S p A) - Isomerization (C6),Isomerate Plant,Italy,Oil / Oil Products,Api Raffineria Di Ancona S p A,Unknown,,
Harbin Refinery (Harbin(China)) - Crude Unit 1,Distillation Unit,China (Mainland),Oil / Oil Products,Harbin(China),Unknown,,
Leuna (TotalEnergies Raffinerie Mitteldeutschland GmbH) - Kerosene Hydrotreater,Hydrotreater Unit,Germany,Oil / Oil Products,TotalEnergies SE,Unknown,,
Refinaria de Mataripe (ex RLAM) (Petroleo Brasileiro SA Petrobras) - Tank Farm,Tank Farm,Brazil,Oil / Oil Products,Petrobras Distribuidora SA,Unknown,,
Lingen (BP Europa SE) - Isomerization,Isomerate Plant,Germany,Oil / Oil Products,BP Europa SE,Unknown,,
Houston (Valero Refining Company) - Tank Farm,Tank Farm,Texas,Oil / Oil Products,Valero Refining-Texas LP,Unknown,,
Mostorod (Cairo Oil Refining Company) - Crude Unit 3,Distillation Unit,Egypt,Oil / Oil Products,Cairo Oil Refining Company,Unknown,,
Shikoku (Taiyo Oil Co Ltd) - Hydrogen Recovery Unit 1,Hydrogen Plant,Japan,Oil / Oil Products,Taiyo Oil Co Ltd,Unknown,,
Elefsina Refinery (HELLENiQ ENERGY Holdings SA) - Hydrocracker,Hydrocracker Unit,Greece,Oil / Oil Products,Hellenic Petroleum SA,Unknown,,
REPAR Refinery (Petroleo Brasileiro SA Petrobras) - Diesel Hydrotreater 2,Hydrotreater Unit,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,,
Bina (Bharat Oman Refineries Bina) - Full Conversion Hydrocracker,Hydrocracker Unit,India,Oil / Oil Products,Bharat Oman Refineries Bina,Unknown,,
Dalian (PetroChina Dalian Petrochemical Company Limited) - Diesel Hydrotreater 1,Hydrotreater Unit,China (Mainland),Oil / Oil Products,PetroChina Dalian Petrochemical Company Limited,Unknown,,
Delaware (Delaware City Refining Company LLC) - Blenders,Unclassified Unit,Delaware,Oil / Oil Products,Delaware City Refining Company LLC,Unknown,,
