Name,Asset Type,Location,Commodity,Operating Company,Status,Capacity (Barrels),Region PADD,Primary Shareholders
Chiba (Cosmo Oil Co Ltd) - Reformate Splitter 2 (2RS),Reformer Unit,Japan,Oil / Oil Products,Cosmo Oil Co Ltd,Unknown,--,,Cosmo Oil
La Plata (YPF SA) - MEK (Methyl Ethyl Ketone Unit),Lube Plant,Argentina,Oil / Oil Products,YPF SA,Unknown,--,,YPF SA
North Salt Lake (Big West Oil LLC) - HDS Diesel Hydrotreater (ULSD),Hydrotreater Unit,Utah,Oil / Oil Products,Big West Oil LLC,Unknown,--,,Big West LLC
St1 Gothenburg (St1 Refinery AB) - Crude Distillation Unit 1,Distillation Unit,Sweden,Oil / Oil Products,St1 Refinery AB,Unknown,--,,St1 Energy AB
Corunna (Nova Chemicals (Canada) Ltd) - DPG (Hydrotreater),Hydrotreater Unit,Canada,Oil / Oil Products,Nova Chemicals (Canada) Ltd,Unknown,--,,
Martinez (Martinez Refining Co LLC) - CP Sulfur 1,Sulfur Plant,California,Oil / Oil Products,PBF Energy Ltd,Unknown,--,,Royal Dutch Shell PLC
Whiting (BP Products North America Incorporated) - PH 03 Turbine 03,Power Generator,Indiana,Oil / Oil Products,BP Products North America Inc,Unknown,--,,BP PLC
McPherson (CENEX HARVEST STATES) - Diesel Hydrotreater (ULSD),Hydrotreater Unit,Kansas,Oil / Oil Products,CENEX HARVEST STATES,Unknown,--,,NCRA
Manali (Chennai Petroleum Corporation Ltd) - Diesel Hydrotreater Unit,Hydrotreater Unit,India,Oil / Oil Products,Chennai Petroleum Corporation Ltd,Unknown,--,,Indian Oil Corp
Mostorod (Cairo Oil Refining Company) - Naphtha Hydrotreater,Hydrotreater Unit,Egypt,Oil / Oil Products,Cairo Oil Refining Company,Unknown,--,,Egyptian General Petroleum Corporation
Refineria Ingeniero Antonio M Amor (Salamanca) (Pemex Transformacion Industrial) - PDA (Propane Deasphalt Unit) LD-8,Lube Plant,Mexico,Oil / Oil Products,Pemex Transformacion Industrial,Unknown,--,,Pemex
Pascagoula (Chevron Corporation) - Crude 2 (61 Plant),Distillation Unit,Mississippi,Oil / Oil Products,Chevron Corporation,Unknown,--,,Chevron Corp
Ponca City (Phillips 66) - HT 7 Caustic Treater,Petrochemical Plant,Oklahoma,Oil / Oil Products,Phillips 66,Unknown,--,,Conoco
Kalundborg (Equinor Refining Denmark A/S) - Section 4800 (Diesel Hydrotreater),Hydrotreater Unit,Denmark,Oil / Oil Products,Equinor Refining Denmark A/S,Unknown,--,,Statoil
Petrotel-Lukoil Refinery (Lukoil PJSC) - Gas Concentration (GASCON),Gas Processing / Treating Unit,Romania,Oil / Oil Products,Lukoil PJSC,Unknown,--,,LUKOIL Oil Company
Tianjin (SINOPEC Tianjin Co) - Gasoline Hydrotreater,Hydrotreater Unit,China (Mainland),Oil / Oil Products,SINOPEC Tianjin Co,Unknown,--,,
Heide (Raffinerie Heide GmbH) - Topping Unit 5,Distillation Unit,Germany,Oil / Oil Products,Klesch & Company Limited,Unknown,--,,Klesch & Company Limited
Mailiao (Formosa Petrochemical Corporation) - Vacuum Distillation 1,Distillation Unit,Taiwan,Oil / Oil Products,Formosa Petrochemical Corporation,Unknown,--,,Formosa Petrochemical Corp
Sannazzaro (Eni Spa) - Propane-Propylene Splitter (Unit 59),Petrochemical Plant,Italy,Oil / Oil Products,Eni Spa,Unknown,--,,Eni SpA
Shanghai Refinery (Sinopec Shanghai Gaoqiao Petrochemical Company Limited) - Gasoline Hydrotreater 2,Hydrotreater Unit,China (Mainland),Oil / Oil Products,Sinopec Shanghai Gaoqiao Company,Unknown,--,,Sinopec Corp
La Rabida Refinery (Cepsa SA) - Vacuum 2,Distillation Unit,Spain,Oil / Oil Products,Cepsa SA,Unknown,--,,Cepsa
Tahe Refinery (SINOPEC Tahe Co) - Diesel Hydrotreater 2,Hydrotreater Unit,China (Mainland),Oil / Oil Products,SINOPEC Tahe Co,Unknown,--,,China Petroleum & Chemical Corporation
Antilles Refinery (SARA (Societe Anonyme de la Raffinerie des Antilles)) - Flare 1,Unclassified Unit,Martinique,Oil / Oil Products,SARA (Societe Anonyme de la Raffinerie des Antilles),Unknown,--,,Rubis SCA
Aconcagua Refinery (Enap Refinerias SA) - MHC (Diesel Hydrocracking),Hydrocracker Unit,Chile,Oil / Oil Products,ENAP Refinerias SA,Unknown,--,,Empresa Nacional de Petroleo Concon Refinery
Pascagoula (Chevron Corporation) - CCR Platformer79/80 Plant(Replaced Rheniformer2&3),Reformer Unit,Mississippi,Oil / Oil Products,Chevron Corporation,Unknown,--,,Chevron Corp
Refineria Ingeniero Antonio M Amor (Salamanca) (Pemex Transformacion Industrial) - MTBE,Gasoline Additive Unit,Mexico,Oil / Oil Products,Petroleos Mexicanos,Unknown,--,,Pemex
Rheinland Godorf Refinery (North) (Shell Deutschland Oil GmbH) - HDS 1 (Gas Oil - Kerosene),Hydrotreater Unit,Germany,Oil / Oil Products,Shell Deutschland Oil GmbH,Unknown,--,,Shell PLC
Mumbai (Hindustan Petroleum Corporation Limited) - Mumbai 02 CT,Power Generator,India,Oil / Oil Products,Hindustan Petroleum Corp Ltd,Unknown,--,,Hindustan Petroleum Corp Ltd
Esmeraldas (EP Petroecuador) - Isomerization,Isomerate Plant,Ecuador,Oil / Oil Products,EP Petroecuador,Unknown,--,,Petroecuador
Gibraltar Refinery (Cepsa) - Vacuum 1,Distillation Unit,Spain,Oil / Oil Products,Cepsa,Unknown,--,,Cepsa
Trainer Refinery (Monroe Energy LLC) - Product Tank Farm,Tank Farm,Pennsylvania,Oil / Oil Products,Monroe Energy LLC,Unknown,--,,Delta Air Lines Inc
Refineria Francisco I Madero (Ciudad Madero) (Pemex Transformacion Industrial) - Francisco Madero STG 05,Power Generator,Mexico,Oil / Oil Products,Petroleos Mexicanos,Unknown,--,,Pemex
Aspropyrgos (Hellenic Petroleum S A) - Gasoline Sweetening (MEROX),Gas Processing / Treating Unit,Greece,Oil / Oil Products,HELLENIC ASPROPYRGOS SA,Unknown,--,,Hellenic
Corinth (Motor Oil Hellas) - Mild Hydrocracker,Hydrocracker Unit,Greece,Oil / Oil Products,Motor Oil Hellas,Unknown,--,,Motor Oil Hellas
Barrancabermeja Refinery (Ecopetrol) - Demex (Deasphalting Unit),Lube Plant,Colombia,Oil / Oil Products,Ecopetrol,Unknown,--,,Ecopetrol
Lanzhou (CNPC Lanzhou Petrochemical Company Limited) - Gasoline Hydrotreater Unit 1,Hydrotreater Unit,China (Mainland),Oil / Oil Products,CNPC Lanzhou Petrochemical Company Limited,Unknown,--,,PetroChina
Yeosu (GS CALTEX OIL CORP) - CDU 4,Distillation Unit,South Korea,Oil / Oil Products,GS CALTEX OIL CORP,Unknown,--,,GS Caltex
Yokkaichi (Cosmo Oil Company Limited) - Light Naphtha Hydrodesulfurization Unit (LND),Hydrotreater Unit,Japan,Oil / Oil Products,Cosmo Oil Company Limited,Unknown,--,,Cosmo Oil
Mildred Lake Oil Sands Upgrader & Refinery (Syncrude Canada Ltd) - HGO Hydrotreater 2 (Plant 15-2),Hydrotreater Unit,Canada,Oil / Oil Products,Syncrude Canada Ltd,Unknown,--,,
Bill Greehey Refinery - West (Corpus Christi) (Valero Refining Company) - Naphtha HDS Reformer Feed Unit 48,Hydrotreater Unit,Texas,Oil / Oil Products,Valero Refining Company,Unknown,--,,Valero Energy Corp
Willemstad Isla Curacao (Refineria di Korsou NV) - Hydrogen,Hydrogen Plant,,Oil / Oil Products,Petroleos de Venezuela SA,Unknown,--,,PDVSA
Staatsolie Refinery (Staatsolie Maatschappij Suriname NV) - Staatsolie 01,Power Generator,Suriname,Oil / Oil Products,Staatsolie Maatschappij Suriname NV,Unknown,--,,Staatsolie
Slovnaft Refinery (Slovnaft as) - Cumene Unit,Unclassified Unit,Slovakia,Oil / Oil Products,Slovnaft as,Unknown,--,,MOL Magyar Olajes Gazipari Nyrt
Mathura (Indian Oil Corporation Ltd) - Propylene Recovery Unit,Petrochemical Plant,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,--,,Indian Oil Corp
Aichi (Idemitsu Kosan Company Limited) - No.1 Sulfur Recovery Unit (1S),Sulfur Plant,Japan,Oil / Oil Products,Idemitsu Kosan Company Limited,Unknown,--,,Idemitsu Kosan Co
Saint Paul Park Refinery (Marathon Petroleum Corp) - Crude 1,Distillation Unit,Minnesota,Oil / Oil Products,Marathon Petroleum Corp,Unknown,--,,Marathon Petroleum Corp
Jamnagar (Reliance Industries Limited) - Coker Naphtha Hydrotreater,Hydrotreater Unit,India,Oil / Oil Products,Reliance Industries Limited,Unknown,--,,Reliance Industries Ltd
Hokkaido (Idemitsu Kosan Company Limited) - Tank Farm,Tank Farm,Japan,Oil / Oil Products,Idemitsu Kosan Co Ltd,Unknown,--,,Idemitsu Kosan Co
Korangi Karachi Refinery (National Refinery Ltd) - BTX,Gasoline Additive Unit,Pakistan,Oil / Oil Products,National Refinery Ltd,Unknown,--,,Islamic Development Bank
Wilmington Refinery (Valero Refining Co) - Asphalt,Asphalt Plant,California,Oil / Oil Products,Valero Refining Company-California,Unknown,--,,Valero Energy Corporation
Baton Rouge (ExxonMobil Corporation) - PCLA 2 (FCCU),Catalytic Cracker Unit,Louisiana,Oil / Oil Products,ExxonMobil Corporation,Unknown,--,,Exxon Mobil Corp
Deer Park (Deer Park Refining LP) - Wastewater Treatment North Side,Water Treatment Unit,Texas,Oil / Oil Products,Shell Deer Park Refining Company,Unknown,--,,Pemex
Sweeny (Phillips 66) - Udex 17 (Benzene-Toluene),Gasoline Additive Unit,Texas,Oil / Oil Products,Phillips 66,Unknown,--,,Phillips 66
Schwechat (OMV AG) - HDS 3 (Diesel),Hydrotreater Unit,Austria,Oil / Oil Products,Omv AG,Unknown,--,,OMV
Rotterdam Refinery (Esso Nederland BV) - BTX,Gasoline Additive Unit,Netherlands,Oil / Oil Products,Esso Nederland BV,Unknown,--,,Exxon Mobil Corp
Lindsey (TotalEnergies SE) - Propylene Splitter 1,Petrochemical Plant,United Kingdom,Oil / Oil Products,TotalEnergies SE,Unknown,--,,Total
Corpus Christi Refinery - East (Flint Hills Resources LLC) - MTBE,Gasoline Additive Unit,Texas,Oil / Oil Products,Flint Hills Resources LP,Unknown,--,,Koch Industries Inc
Houston (Houston Refining LP) - WWTP,Water Treatment Unit,Texas,Oil / Oil Products,Lyondell Chemical Co,Unknown,--,,LyondellBasell Industries N.V.
MiRO Refinery Karlsruhe (Mineraloelraffinerie Oberrhein GmbH & Co KG) - Gascon Plant,Gas Processing / Treating Unit,Germany,Oil / Oil Products,Mineraloelraffinerie Oberrhein GmbH & Co KG,Unknown,--,,Dea Mineraloel Ag
Zeeland (TotalEnergies SE) - Wastewater Treatment,Water Treatment Unit,Netherlands,Oil / Oil Products,Total SA,Unknown,--,,Total
Petrobrazi Refinery (OMV Petrom SA) - Alkylation,Alkylate Plant,Romania,Oil / Oil Products,OMV Petrom SA,Unknown,--,,Oilfield Exploration Business Solutions SA
Meraux (Valero Refining Company) - Gas Oil Hydrocracker,Hydrocracker Unit,Louisiana,Oil / Oil Products,Valero Refining Company,Unknown,--,,Valero Energy Corp
Port Arthur (Motiva Enterprises LLC) - CRU 5 (NPC),Reformer Unit,Texas,Oil / Oil Products,Motiva Enterprises LLC,Unknown,--,,Saudi Aramco
Houston (Houston Refining LP) - Lube Oil Dewaxing Hydrotreater,Lube Plant,Texas,Oil / Oil Products,Houston Refining LP,Unknown,--,,LyondellBasell Industries N.V.
Muroran (Eneos Corp) - Benzene Extractor,Petrochemical Plant,Japan,Oil / Oil Products,JX Nippon Oil & Energy Corp,Unknown,--,,JX Nippon Oil & Energy Corp
Sinclair (HF Sinclair Corporation) - HDS 4 Gas Oil Hydrotreater,Hydrotreater Unit,Wyoming,Oil / Oil Products,Sinclair Oil Corp,Unknown,--,,Sinclair Oil Corp
Detroit (Marathon) - LPG Rail Car Loading,Loading Facility,Michigan,Oil / Oil Products,Marathon,Unknown,--,,Marathon Petroleum Corp
Texas City (Valero Refining Co) - Fractionator,Gas Processing / Treating Unit,Texas,Oil / Oil Products,Valero Refining Co,Unknown,--,,Valero Energy Corp
Jamnagar (Reliance Industries Limited) - Sulfur Recovery Unit 3,Sulfur Plant,India,Oil / Oil Products,Reliance Industries Ltd,Unknown,--,,Reliance Industries Ltd
Fort McMurray Upgrader (Suncor Energy Inc) - Sulfur Recovery Unit 1 (Plant 8),Sulfur Plant,Canada,Oil / Oil Products,Suncor Energy Inc,Unknown,--,,
Mina Al-Ahmadi (Kuwait National Petroleum Company) - Sulfur Recovery Unit -III,Sulfur Plant,Kuwait,Oil / Oil Products,Kuwait National Petroleum Company,Unknown,--,,Kuwaiti National Petroleum Co
Joliet (Exxon Mobil Corp) - SRU East,Sulfur Plant,Illinois,Oil / Oil Products,Exxon Mobil Corp,Unknown,--,,Exxon Mobil Corp
Feyzin (TotalEnergies SE) - DSV 2 (Vacuum Distillation) (PC1),Distillation Unit,,Oil / Oil Products,Total Refining & Chemicals Saudi Arabia Sas,Unknown,--,,Total
Kingston (Petroleum Corporation of Jamaica) - Asphalt,Asphalt Plant,Jamaica,Oil / Oil Products,Petroleum Corporation of Jamaica,Unknown,--,,Petroleum Corporation of Jamaica
Tokuyama (Pilipinas Shell Petroleum Corporation) - Naphtha Hyrodesulfurization Unit,Hydrotreater Unit,Japan,Oil / Oil Products,Idemitsu Kosan Co Ltd,Unknown,--,,Idemitsu Kosan Co
Jean Gaulin (Valero Energy Corporation) - Kerosene Hydrotreater,Hydrotreater Unit,Canada,Oil / Oil Products,Valero Energy Corporation,Unknown,--,,Valero Energy Corp
Alexandria Middle East Oil Refinery (MIDOR) (Middle East Oil Refinery (MIDOR)) - Naphtha Splitter,Unclassified Unit,Egypt,Oil / Oil Products,Middle East Oil Refinery (MIDOR),Unknown,--,,Alexandria Petroleum Co
Fushun (China National Petroleum Corporation) - Hydrocracker 2,Hydrocracker Unit,China (Mainland),Oil / Oil Products,China National Petroleum Corporation,Unknown,--,,PetroChina
La Coruna (Repsol Petroleo SA) - FCCU,Catalytic Cracker Unit,Spain,Oil / Oil Products,Repsol Petroleo SA,Unknown,--,,Repsol
Kenai (Marathon Petroleum Corporation) - LPG,Gas Processing / Treating Unit,Alaska,Oil / Oil Products,Marathon Petroleum Corporation,Unknown,--,,Andeavor
Los Angeles Carson Refinery (Marathon Petroleum Corporation) - Oxidizer 5,Gas Processing / Treating Unit,California,Oil / Oil Products,Marathon Petroleum Corporation,Unknown,--,,Andeavor
Burnaby (Parkland Fuel Corp) - Blending,Unclassified Unit,Canada,Oil / Oil Products,Parkland Fuel Corp,Unknown,--,,Parkland Fuel Corp
Corinth (Motor Oil Hellas) - Naphtha HDT,Hydrotreater Unit,Greece,Oil / Oil Products,Motor Oil Hellas,Unknown,--,,Motor Oil Hellas
Sodegaura (Fuji Oil Holdings Inc) - No 2 Light Gas Oil Hydrodesulfurization Unit,Hydrotreater Unit,Japan,Oil / Oil Products,Fuji Oil Holdings Inc,Unknown,--,,Fuji Oil
Gibraltar Refinery (Cepsa) - Crystallization,Unclassified Unit,Spain,Oil / Oil Products,Compania Espanola de Petroleos SAU,Unknown,--,,Cepsa
Petropiar Crude Upgrader (Petroleos de Venezuela SA) - Hydrogen (Train II),Hydrogen Plant,Venezuela,Oil / Oil Products,Petroleos de Venezuela SA,Unknown,--,,Petroleos de Venezuela SA
Bill Greehey Refinery - West (Corpus Christi) (Valero Refining Company) - Amine 2,Gas Processing / Treating Unit,Texas,Oil / Oil Products,Valero Refining Company,Unknown,--,,Valero Energy Corp
Yokkaichi (Cosmo Oil Company Limited) - Sulfur Recovery Unit 1,Sulfur Plant,Japan,Oil / Oil Products,Cosmo Oil Co Ltd,Unknown,--,,Cosmo Oil
Matosinhos Refinery (Galp Energia SGPS SA) - Raw Water,Water Treatment Unit,Portugal,Oil / Oil Products,Galp Energia SGPS SA,Unknown,--,,Galp
Yinchuan (PetroChina Ningxia Petrochemical Company) - Sour Water Stripper,Water Treatment Unit,China (Mainland),Oil / Oil Products,PetroChina Ningxia Petrochemical Company,Unknown,--,,China Petroleum & Chemical Corporation
Onsan (S Oil Corp) - RFCCU 1,Catalytic Cracker Unit,South Korea,Oil / Oil Products,S Oil Corp,Unknown,--,,S Oil Corp
REPLAN (Petroleo Brasileiro SA Petrobras) - Sour Water U-683,Water Treatment Unit,Brazil,Oil / Oil Products,Replan,Unknown,--,,Replan
Schwedt Refinery (PCK Raffinerie Gmbh) - Steam Generation Plant,Unclassified Unit,Germany,Oil / Oil Products,PCK Raffinerie GmbH,Unknown,--,,PCK Raffinerie GmbH
Mizushima Refinery (A and B Plant) (Eneos Corp) - Hydrogen Production Unit 3,Hydrogen Plant,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,--,,JXTG Nippon Oil & Energy Corp
Three Rivers (Valero Refining Company) - Kerosene Distillate Hydrotreater,Hydrotreater Unit,Texas,Oil / Oil Products,Valero Refining Company,Unknown,--,,Valero Energy Corp
Arzew (Sonatrach) - Vacuum Distillation Unit I,Distillation Unit,Algeria,Oil / Oil Products,Sonatrach,Unknown,--,,Sonatrach
Dongying Refinery (Zhenghe Group) - Delayed Coker 2,Coker Unit,China (Mainland),Oil / Oil Products,Zhenghe Group,Unknown,--,,China National Chemical Corporation
Petrotel-Lukoil Refinery (Lukoil PJSC) - H2 Recovery Unit_PSA,Hydrogen Plant,Romania,Oil / Oil Products,Lukoil PJSC,Unknown,--,,LUKOIL Oil Company
Lukoil Neftochim Burgas Refinery (Lukoil Bulgaria EOOD) - Centralized Gas Fractionating Unit,Gas Processing / Treating Unit,Bulgaria,Oil / Oil Products,Lukoil Bulgaria EOOD,Unknown,--,,Lukoil
Port Arthur (TotalEnergies Petrochemicals & Refining USA Incorporated) - Process Water Treatment Complex,Water Treatment Unit,Texas,Oil / Oil Products,Total Petrochemicals & Refining USA Inc,Unknown,--,,Total
Cangzhou (-) - CDU 2,Distillation Unit,China (Mainland),Oil / Oil Products,Hebei Xinquan Petrochemical Co Ltd,Unknown,--,,Hebei Xinquan Petrochemical Co Ltd
Pascagoula (Chevron Corporation) - RDS 1 Module A (Lube Oil) (81 Plant),Hydrotreater Unit,Mississippi,Oil / Oil Products,Chevron Corporation,Unknown,--,,Chevron Corp
Refineria Ingeniero Antonio M Amor (Salamanca) (Pemex Transformacion Industrial) - Sour Gas Treater U-11,Alkylate Plant,Mexico,Oil / Oil Products,Pemex Transformacion Industrial,Unknown,--,,Pemex
RU IV - Cilacap Refinery (PT Pertamina Persero) - Amine Treating Unit,Gas Processing / Treating Unit,Indonesia,Oil / Oil Products,PT Pertamina Persero,Unknown,--,,Pertamina (Persero) PT
Vadinar Refinery (Nayara Energy Ltd) - Isomerization 1,Isomerate Plant,India,Oil / Oil Products,Nayara Energy Ltd,Unknown,--,,Nayara Energy Ltd
Lake Charles Refinery (Phillips 66) - Amine 1 (Sulfur Plant),Gas Processing / Treating Unit,Louisiana,Oil / Oil Products,Phillips 66,Unknown,--,,Phillips 66
Kashima (Kashima Oil Company Limited) - Gas Oil Hydrodesulfurization Unit 5,Hydrotreater Unit,Japan,Oil / Oil Products,Kashima Oil Company Limited,Unknown,--,,Eneos Corp
Plaza Huincul (YPF SA) - FAME,Hydrotreater Unit,Argentina,Oil / Oil Products,YPF SA,Unknown,--,,YPF SA
La Plata (YPF SA) - HTP (Paraffin Hydrotreater),Hydrotreater Unit,Argentina,Oil / Oil Products,YPF SA,Unknown,--,,YPF SA
Navajo Refinery (Navajo Refining Company Limited Partnership) - Hydrogen 63 (10K scfd),Hydrogen Plant,New Mexico,Oil / Oil Products,Navajo Refining Company LP,Unknown,--,,HollyFrontier Corp
Tabriz (National Iranian Oil Refining & Distribution Company) - Sulfur Recovery Unit,Sulfur Plant,Iran,Oil / Oil Products,National Iranian Oil Co,Unknown,--,,National Iranian Oil Co
Puertollano (Repsol Petroleo SA) - Gasoline Hydrotreater (614),Hydrotreater Unit,Spain,Oil / Oil Products,Repsol Petroleo SA,Unknown,--,,Repsol
Bangkok Refinery (Bangchak Corporation Public Company Limited) - Crude Distillation 2,Distillation Unit,Thailand,Oil / Oil Products,Bangchak Corporation Public Company Limited,Unknown,--,,Bangchak Petroleum
Borger (WRB Refining LP) - Gasoline Desulfurizer,Hydrotreater Unit,Texas,Oil / Oil Products,WRB Refining LP,Unknown,--,,Phillips 66 Ltd
Quanzhou Refinery (Fujian Refining & Petrochemical Company Limited) - Delayed Coker 2,Coker Unit,China (Mainland),Oil / Oil Products,Fujian Refining & Petrochemical Company Limited,Unknown,--,,Exxon Mobil Corp
Edmonton Refinery (Suncor Energy Inc) - MEROX (Jet/Kero),Gas Processing / Treating Unit,Canada,Oil / Oil Products,Suncor Energy Inc,Unknown,--,,Suncor Energy Inc
Gunvor Petroleum Rotterdam Refinery (Gunvor Petroleum Rotterdam B.V.) - Platformer (South area),Reformer Unit,Netherlands,Oil / Oil Products,Gunvor Petroleum Rotterdam B.V.,Unknown,--,,Gunvor International B.V.
Map Ta Phut Oil Refinery (Star Petroleum Refining Company Limited) - CCR,Reformer Unit,Thailand,Oil / Oil Products,Star Petroleum Refining Company Limited,Unknown,--,,Chevron Corp
Omsk Refinery (Gazprom Neft' PAO) - Catalytic Reformer L-35/11-600,Reformer Unit,Siberian Federal District,Oil / Oil Products,Gazprom Neft' PAO,Unknown,--,,Gazprom Neft
REDUC (Petroleo Brasileiro SA Petrobras) - Hydrogen (U-3900),Hydrogen Plant,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,--,,Petrobras
Yokkaichi (Showa Yokkaichi Sekiyu Company Limited) - CDU 2 (INTEG),Distillation Unit,Japan,Oil / Oil Products,Showa Yokkaichi Sekiyu Company Limited,Unknown,--,,Showa Shell
Canton (Marathon Petroleum Corp) - Reformer Feed Hydrotreater,Hydrotreater Unit,Ohio,Oil / Oil Products,Marathon Petroleum Corp,Unknown,--,,Marathon Petroleum Corp
Refineria Ingeniero Antonio Dovali Jaime (Salina Cruz) (Pemex Transformacion Industrial) - Salina Cruz 04,Power Generator,Mexico,Oil / Oil Products,Petroleos Mexicanos,Unknown,--,,Pemex
Evanston (Silver Eagle Refining Incorporated) - Penex,Isomerate Plant,Wyoming,Oil / Oil Products,Silver Eagle Refining Incorporated,Unknown,--,,Silver Eagle Refining
Benicia (Valero Refining Co) - FCCU,Catalytic Cracker Unit,California,Oil / Oil Products,Valero Refining Co,Unknown,--,,Valero Energy Corp
Koyali Refinery (Gujarat) (Indian Oil Corporation Ltd) - Hydrogen Generation Unit,Hydrogen Plant,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,--,,Indian Oil Corp
